vendor_id,vendor_name,category,subcategory,risk_score,financial_health,location,size,contract_start,primary_contact,payment_terms,preferred_vendor_status,spend_volume_tier,contract_complexity,renewal_frequency,price_escalation_terms
V0848,"Bird, Wilson and Burns",Facilities,Maintenance,3.61,Poor,Marshberg,Large,2023-02-09,vshaw@example.com,Net 30,True,Low,High,Annual,Fixed
V0849,Rodriguez Inc,HR,Training,6.27,Poor,East Erichaven,Large,2022-06-12,brettgallegos@example.com,Net 60,False,High,High,Biennial,CPI Linked
V0850,"Mclaughlin, Hamilton and Roberts",IT,Hardware,8.91,Poor,Millerchester,Small,2022-12-11,jessicalopez@example.com,Net 45,False,Low,Low,Annual,Fixed
V0851,Lin Ltd,Operations,Logistics,9.16,Good,Lake Lori,Small,2022-11-03,zmccarthy@example.org,Net 45,True,Low,High,Biennial,Fixed
V0852,"Cross, Carr and Lopez",Operations,Logistics,3.06,Good,East David,Medium,2023-04-09,hilljames@example.org,Net 60,True,Low,Low,Biennial,Negotiated
V0853,Smith-Gonzalez,Operations,Logistics,1.76,Average,South Richardport,Medium,2023-11-27,jeffreysimmons@example.org,Net 30,False,High,Low,Annual,CPI Linked
V0854,"Simmons, Williams and Rodriguez",Facilities,Cleaning,8.34,Good,Juanstad,Large,2023-12-06,dwright@example.org,Net 45,False,Medium,High,Annual,Fixed
V0855,Smith Ltd,Marketing,Events,3.26,Good,Jasonfort,Small,2023-01-05,jordanjohnny@example.com,Net 30,False,Low,High,Biennial,Fixed
V0856,Cook-Rodriguez,Facilities,Maintenance,8.33,Poor,Lake Andreaberg,Small,2023-02-14,judith59@example.net,Net 30,True,High,Low,Annual,Negotiated
V0857,"Watson, Santos and Clark",HR,Training,8.7,Poor,Millerville,Small,2022-09-11,williamstanya@example.net,Net 60,False,Low,Low,Biennial,Fixed
V0858,Lee Group,Facilities,Cleaning,2.09,Good,North Shellymouth,Small,2023-01-22,mmayo@example.net,Net 60,False,Low,High,Biennial,CPI Linked
V0859,"Hernandez, Anderson and Barnes",Facilities,Cleaning,8.24,Good,Patriciaside,Large,2023-02-26,shane16@example.org,Net 45,False,Medium,High,Biennial,Fixed
V0860,Barnes-Velazquez,Operations,Utilities,7.97,Good,East Carolberg,Small,2023-01-12,sosabruce@example.net,Net 45,False,Medium,Medium,Annual,Negotiated
V0861,Yang Group,Marketing,Events,9.96,Average,Cohenhaven,Medium,2022-07-30,samuelhicks@example.net,Net 30,False,Low,High,Biennial,Negotiated
V0862,Morales-Nelson,Operations,Utilities,9.08,Good,North Ernest,Medium,2022-11-18,suarezkrystal@example.com,Net 30,True,Low,Medium,Annual,Fixed
V0863,"Zimmerman, Warren and Turner",Marketing,Events,5.94,Poor,West Jeanette,Small,2023-08-04,jacksonbrandon@example.org,Net 60,False,Medium,High,Biennial,Fixed
V0864,Williams-Hernandez,Marketing,Events,7.4,Average,Saraview,Large,2024-04-10,dayjohn@example.org,Net 30,False,Medium,Medium,Biennial,Fixed
V0865,"Wilson, Wong and Chen",Operations,Logistics,0.99,Poor,Markside,Small,2022-12-24,rickycarr@example.com,Net 30,True,Medium,High,Biennial,CPI Linked
V0866,Garrett Inc,Facilities,Cleaning,4.55,Good,Jeffreyview,Large,2022-10-17,teresa89@example.org,Net 60,False,Low,Low,Biennial,Fixed
V0867,"Reese, Reyes and Valdez",HR,Training,5.53,Good,Port Scott,Medium,2023-02-08,james62@example.com,Net 45,True,High,Low,Annual,Negotiated
V0868,Blair Group,Operations,Utilities,5.22,Average,Eddiefort,Small,2022-08-13,lwhite@example.org,Net 45,True,Medium,Medium,Annual,CPI Linked
V0869,Hudson Ltd,Marketing,SEO,9.01,Good,Lake Julian,Small,2023-01-28,nicoleroth@example.net,Net 60,True,High,High,Biennial,CPI Linked
V0870,"Lopez, Thomas and Simmons",Operations,Utilities,3.07,Good,Stoutfurt,Medium,2022-08-18,jessicamorton@example.net,Net 45,True,High,Low,Annual,Negotiated
V0871,Gray Inc,HR,Recruiting,9.25,Average,Port Alexanderton,Medium,2022-09-12,kaylaadams@example.net,Net 30,True,Low,Medium,Biennial,CPI Linked
V0872,"Smith, Burch and Rosario",Facilities,Cleaning,0.72,Average,New Jillmouth,Small,2024-03-25,harristimothy@example.net,Net 60,True,High,Medium,Annual,CPI Linked
V0873,Ochoa-Parker,Marketing,Events,6.03,Good,Mooreton,Medium,2023-07-29,courtney10@example.org,Net 60,False,Medium,Medium,Annual,CPI Linked
V0874,Stephens Inc,IT,Hardware,9.97,Average,Thomasbury,Small,2022-06-20,ronaldhernandez@example.net,Net 45,False,Medium,Low,Annual,Negotiated
V0875,Perez-Koch,HR,Recruiting,1.71,Poor,Mcdanielville,Small,2023-06-19,vickiwalker@example.com,Net 30,False,High,Medium,Annual,Negotiated
V0876,Jones-Cook,Facilities,Maintenance,9.84,Good,Sandraland,Small,2024-04-27,munozgregory@example.net,Net 60,True,High,Medium,Biennial,Negotiated
V0877,Greene-Shelton,IT,Hardware,9.51,Good,Lake Gloria,Small,2023-09-30,michael14@example.com,Net 30,False,Medium,Medium,Biennial,CPI Linked
V0878,"Wood, Baker and Meadows",Marketing,Digital Ads,3.95,Good,Port Aaronberg,Small,2024-01-27,lukemyers@example.net,Net 30,True,High,Medium,Biennial,CPI Linked
V0879,Briggs-Wilson,HR,Training,1.44,Poor,Moyerview,Small,2022-09-22,morrisdavid@example.com,Net 30,True,Low,Medium,Biennial,CPI Linked
V0880,Flores-Coleman,Operations,Logistics,5.77,Poor,Guzmanmouth,Medium,2022-09-17,patrickdunn@example.net,Net 60,True,Medium,Medium,Biennial,CPI Linked
V0881,"Vasquez, Herrera and Hall",IT,Software,9.47,Average,New Jenniferhaven,Small,2023-08-24,jacquelineyoung@example.org,Net 45,True,High,High,Annual,CPI Linked
V0882,Mcknight Inc,Marketing,SEO,3.34,Average,Angelaberg,Large,2024-05-17,brownmichael@example.org,Net 45,True,Low,High,Biennial,Negotiated
V0883,Stevens-Conley,HR,Training,8.45,Poor,Sanchezbury,Medium,2022-07-15,daviddominguez@example.org,Net 30,False,Low,Low,Annual,Fixed
V0884,Quinn-Horton,IT,Software,0.84,Average,Watsonville,Small,2023-10-29,woodsbrittney@example.org,Net 45,False,High,Medium,Biennial,CPI Linked
V0885,Thomas and Sons,IT,Cloud,0.04,Poor,East Chrisshire,Large,2024-03-08,lhernandez@example.com,Net 30,False,High,Low,Annual,Negotiated
V0886,"Taylor, Rose and Rush",HR,Recruiting,2.56,Poor,Jenkinsmouth,Medium,2023-05-12,mitchelleric@example.net,Net 30,True,Medium,Low,Annual,Negotiated
V0887,Munoz and Sons,Operations,Logistics,7.33,Average,North Randy,Large,2023-04-27,qspencer@example.net,Net 30,True,High,Medium,Biennial,CPI Linked
V0888,"Torres, Perez and Huynh",Marketing,Events,6.51,Average,Teresahaven,Small,2023-03-22,juliamorales@example.org,Net 30,False,High,High,Biennial,Negotiated
V0889,Long Ltd,IT,Cloud,6.94,Good,Port Heatherfort,Small,2023-01-31,kwilcox@example.org,Net 45,True,High,Medium,Annual,CPI Linked
V0890,Lucas-Lee,Facilities,Maintenance,0.05,Poor,North Christianmouth,Small,2022-06-23,julianweaver@example.org,Net 30,False,Medium,Low,Annual,Fixed
V0891,Harper LLC,IT,Cloud,4.33,Average,New James,Large,2024-05-23,allenchristopher@example.net,Net 45,True,Low,Medium,Annual,CPI Linked
V0892,"Williams, Downs and Webb",Facilities,Maintenance,1.34,Good,West Christopherport,Medium,2022-06-08,karen68@example.org,Net 30,True,Medium,Low,Biennial,CPI Linked
V0893,Walton-Swanson,HR,Recruiting,3.59,Poor,Lake Emily,Medium,2023-02-14,gmosley@example.org,Net 60,True,Medium,High,Annual,Fixed
V0894,"Aguirre, Hernandez and Matthews",HR,Recruiting,6.23,Good,Woodston,Medium,2023-01-13,edwardford@example.net,Net 45,True,Medium,High,Annual,CPI Linked
V0895,Cisneros and Sons,Operations,Utilities,0.1,Good,Port Erin,Large,2022-09-19,victoriamason@example.net,Net 45,True,Low,Low,Biennial,Fixed
V0896,"Curtis, Conrad and Peterson",IT,Cloud,1.62,Good,West Kelly,Small,2023-09-29,twilliams@example.net,Net 30,False,Medium,High,Annual,Negotiated
V0897,Allen-Shea,IT,Hardware,4.73,Average,East Ashleyfort,Medium,2022-08-16,thomasmonica@example.net,Net 45,True,Medium,Medium,Annual,CPI Linked
V0898,Porter Group,Facilities,Maintenance,2.49,Good,Geoffreyport,Large,2022-10-05,ramirezmichael@example.org,Net 60,False,Low,Medium,Annual,Fixed
V0899,White Group,Marketing,SEO,5.21,Poor,Valerieview,Medium,2024-01-15,isantos@example.org,Net 45,False,Medium,High,Annual,Fixed
V0900,"Freeman, Cox and Mitchell",HR,Recruiting,3.53,Poor,Vincentberg,Medium,2023-05-10,william95@example.com,Net 30,False,Low,Low,Annual,Negotiated
V0901,Fleming PLC,Facilities,Maintenance,2.33,Good,Bakerton,Small,2023-09-27,figueroajohn@example.net,Net 30,False,Medium,Low,Biennial,Fixed
V0902,Moore Inc,Operations,Logistics,8.25,Good,Nicholasshire,Small,2023-04-08,walkermorgan@example.net,Net 30,False,High,Medium,Annual,Negotiated
V0903,Bailey Group,IT,Hardware,2.42,Good,Rodriguezburgh,Large,2023-12-22,lowerysandra@example.com,Net 60,True,Low,Low,Annual,Fixed
V0904,Morales Inc,Facilities,Maintenance,7.74,Average,Matthewfort,Large,2022-11-14,dwilson@example.org,Net 30,True,Low,Medium,Annual,CPI Linked
V0905,"Moore, Harrison and Bowman",Marketing,SEO,4.84,Average,Ashleyfurt,Large,2022-07-20,kristine73@example.org,Net 30,True,Low,Low,Biennial,Fixed
V0906,Parrish Ltd,IT,Cloud,1.99,Good,Nelsonburgh,Large,2022-08-05,chadsullivan@example.com,Net 45,True,Low,Low,Biennial,Fixed
V0907,"Hayes, Barnes and Lewis",Marketing,Digital Ads,7.12,Good,Jackton,Small,2022-08-12,wpeterson@example.com,Net 30,True,Low,Medium,Biennial,CPI Linked
V0908,Gonzalez Group,Facilities,Maintenance,6.21,Good,Alvarezburgh,Large,2023-11-25,sgomez@example.net,Net 45,True,High,Low,Biennial,CPI Linked
V0909,Morrow-Hoffman,Marketing,Events,4.71,Poor,North Jennifer,Large,2023-08-25,mariodowns@example.net,Net 60,False,Low,High,Biennial,Fixed
V0910,"Bryan, Quinn and Smith",HR,Recruiting,9.6,Poor,Peckfort,Small,2024-04-03,daniel64@example.net,Net 45,True,Low,High,Annual,Fixed
V0911,"Smith, Hayes and Wall",Facilities,Maintenance,8.33,Poor,Lake Shannon,Medium,2023-08-25,johnsonjulie@example.org,Net 30,True,Low,Low,Biennial,Fixed
V0912,Horton-Schroeder,IT,Cloud,1.65,Poor,Robinsonborough,Medium,2022-10-28,woodmichael@example.com,Net 30,True,Medium,Low,Biennial,Negotiated
V0913,Shaw-Parrish,Marketing,SEO,4.33,Good,Banksmouth,Large,2023-04-19,ibell@example.com,Net 60,True,Medium,Low,Biennial,Fixed
V0914,"Dickson, Rogers and House",HR,Recruiting,1.31,Poor,Pattersonburgh,Medium,2023-08-05,amyjames@example.net,Net 45,True,High,Low,Biennial,Negotiated
V0915,"Frazier, Walters and Park",HR,Recruiting,3.32,Poor,North Lindaville,Large,2022-08-10,jensenrobert@example.com,Net 60,False,High,Medium,Annual,Fixed
V0916,"Walton, Ho and Garcia",Facilities,Cleaning,4.94,Poor,Gordonton,Small,2023-11-02,melissa33@example.com,Net 60,False,Low,Low,Annual,Fixed
V0917,"James, Gonzalez and Harrison",IT,Software,7.79,Poor,West Tammymouth,Small,2023-04-18,xsmith@example.org,Net 30,True,High,Low,Biennial,Negotiated
V0918,"Campbell, Hobbs and Baker",Operations,Logistics,1.8,Good,Nuneztown,Large,2024-05-01,bjohnson@example.org,Net 60,True,Low,High,Annual,CPI Linked
V0919,Randall-Stone,IT,Hardware,0.58,Poor,Matthewshire,Small,2023-05-02,angelamyers@example.net,Net 45,False,Medium,High,Biennial,Fixed
V0920,"Long, Williams and Frederick",IT,Cloud,0.62,Average,Andersonfurt,Large,2023-12-19,richardflores@example.org,Net 45,False,High,High,Biennial,Fixed
V0921,Hall-Mckinney,HR,Training,0.07,Average,New David,Medium,2023-08-24,ocameron@example.com,Net 30,False,Low,Low,Biennial,Fixed
V0922,"Moore, Morris and Davis",Marketing,Events,2.23,Average,South Alexandershire,Small,2022-09-28,montgomeryamy@example.org,Net 45,True,Low,High,Biennial,Fixed
V0923,"Reyes, Newton and Anderson",IT,Software,5.59,Average,Waltersstad,Medium,2022-10-24,denisewalker@example.org,Net 60,False,Medium,High,Annual,Negotiated
V0924,"Pittman, Barber and Roman",Operations,Logistics,3.55,Poor,Townsendton,Medium,2023-01-01,donovancourtney@example.net,Net 30,True,Low,High,Annual,CPI Linked
V0925,"Camacho, Rodriguez and Ho",Operations,Utilities,7.7,Average,North Donaldview,Medium,2024-04-26,christophersnyder@example.com,Net 30,False,Medium,High,Annual,Negotiated
V0926,Myers Group,Facilities,Cleaning,2.64,Good,South Charlesland,Medium,2022-11-12,ubrooks@example.net,Net 30,True,Medium,Low,Annual,Fixed
V0927,Stokes-White,Operations,Utilities,9.57,Average,East Donnaton,Large,2022-09-01,victoria79@example.net,Net 60,True,High,Medium,Biennial,Negotiated
V0928,"Smith, Boyd and Scott",HR,Recruiting,8.78,Average,East Catherineside,Large,2022-06-19,javierdiaz@example.org,Net 45,False,Low,High,Annual,CPI Linked
V0929,Murphy and Sons,Operations,Utilities,7.5,Poor,Lake Heatherberg,Small,2022-12-26,timothy15@example.net,Net 60,False,Medium,Medium,Annual,Fixed
V0930,"Pearson, Owens and Lamb",Facilities,Maintenance,2.67,Good,Huntfurt,Small,2024-05-18,johngonzalez@example.net,Net 60,True,Low,Medium,Biennial,CPI Linked
V0931,Hayden-Garcia,Facilities,Cleaning,8.84,Average,Gabrielborough,Small,2023-12-14,chamilton@example.com,Net 30,False,Low,Low,Annual,Fixed
V0932,"Burgess, Cabrera and Dean",IT,Software,9.3,Poor,Pattersonshire,Large,2023-03-03,rachael17@example.org,Net 30,True,Medium,High,Biennial,CPI Linked
V0933,Rubio LLC,IT,Hardware,4.82,Average,Carterhaven,Medium,2023-03-02,ljohnson@example.com,Net 45,True,High,Low,Biennial,CPI Linked
V0934,Gibbs-Howard,IT,Cloud,3.59,Poor,East Dianestad,Small,2022-09-22,david50@example.net,Net 30,True,Medium,Medium,Biennial,Fixed
V0935,Lewis-Bradley,Operations,Logistics,1.97,Average,Rachelside,Medium,2022-07-23,ncampbell@example.net,Net 30,True,High,High,Annual,Fixed
V0936,Garcia LLC,Marketing,SEO,8.7,Good,New Patriciachester,Medium,2023-11-13,ustewart@example.org,Net 45,False,High,Medium,Annual,CPI Linked
V0937,Williams Group,IT,Software,7.23,Good,Williamsview,Large,2023-04-25,martinezgeorge@example.com,Net 60,True,Low,Medium,Annual,Fixed
V0938,"Reyes, Ray and Mitchell",Operations,Utilities,3.8,Good,South Justinfurt,Medium,2022-06-30,rogersallen@example.com,Net 60,True,Low,Low,Biennial,CPI Linked
V0939,Gallegos Group,Facilities,Maintenance,9.73,Poor,Joshuastad,Medium,2023-04-08,hawkinslawrence@example.net,Net 45,True,Low,Low,Annual,Negotiated
V0940,Long Ltd,Facilities,Maintenance,2.2,Good,Snyderville,Large,2024-03-17,sharon10@example.org,Net 30,False,High,Low,Annual,Negotiated
V0941,Petersen and Sons,Marketing,SEO,6.03,Average,West Michellechester,Small,2022-11-24,christopherramsey@example.com,Net 60,True,High,High,Biennial,CPI Linked
V0942,"Mayo, Villa and Parrish",IT,Cloud,1.97,Poor,Nicoleton,Medium,2022-08-27,valentinecharles@example.com,Net 60,False,High,Low,Biennial,Fixed
V0943,"Salazar, Burnett and Nelson",Marketing,SEO,7.88,Poor,East Brandy,Small,2022-09-03,luishernandez@example.net,Net 45,False,Low,Medium,Biennial,CPI Linked
V0944,Walsh-Barnett,Operations,Utilities,9.42,Good,New Timothy,Medium,2023-06-17,marc73@example.org,Net 45,False,High,High,Biennial,Fixed
V0945,Miranda-Dawson,Facilities,Maintenance,2.54,Poor,Angelicabury,Large,2023-10-27,heatherjones@example.com,Net 60,True,Medium,Low,Annual,CPI Linked
V0946,Lewis Ltd,Facilities,Cleaning,5.57,Poor,South Lori,Medium,2022-10-25,ngarcia@example.net,Net 30,True,Medium,Medium,Biennial,CPI Linked
V0947,"Palmer, Edwards and Blackburn",HR,Training,4.56,Poor,Rioshaven,Large,2022-08-23,jefferycox@example.com,Net 60,True,Medium,Medium,Biennial,Fixed
V0948,"Palmer, Deleon and Lopez",Operations,Logistics,3.67,Good,Rodneyport,Medium,2024-04-07,thomasnancy@example.net,Net 60,False,Medium,Medium,Biennial,Fixed
V0949,Allen Group,Operations,Utilities,9.74,Poor,West Anthony,Large,2023-10-29,hbell@example.net,Net 45,True,Low,Medium,Biennial,CPI Linked
V0950,Gomez and Sons,Facilities,Cleaning,7.47,Good,South Wayne,Small,2023-07-01,brian45@example.org,Net 30,True,Low,Low,Biennial,Fixed
V0951,Wong Ltd,Marketing,Digital Ads,9.37,Poor,Leeborough,Large,2023-04-10,brookemoreno@example.com,Net 45,False,Low,High,Annual,Fixed
V0952,"Hamilton, Maldonado and Lucas",Marketing,SEO,5.24,Good,East Dariuston,Large,2023-08-22,john81@example.com,Net 45,False,High,High,Annual,Negotiated
V0953,Andrade Ltd,HR,Training,9.83,Poor,Myersville,Small,2022-11-19,tyler23@example.com,Net 60,True,Low,Medium,Biennial,Negotiated
V0954,"Roberts, Carlson and Gross",IT,Cloud,3.89,Average,East Wesleyfort,Large,2023-12-28,melissa32@example.com,Net 60,True,Medium,Low,Biennial,CPI Linked
V0955,"Jones, Lopez and Yoder",IT,Cloud,9.35,Average,North Elizabeth,Small,2023-04-30,andrew41@example.org,Net 45,True,High,Low,Annual,Negotiated
V0956,"Wolf, Smith and Bell",Facilities,Cleaning,1.4,Poor,Aguilarfort,Small,2024-04-10,thomaswilliams@example.org,Net 45,True,High,Medium,Biennial,Fixed
V0957,"Frazier, Roberts and Perez",HR,Recruiting,0.68,Poor,Port Dwayne,Medium,2022-08-13,torresjill@example.com,Net 45,True,High,Low,Annual,CPI Linked
V0958,Navarro-Fritz,IT,Cloud,5.66,Poor,Elizabethview,Small,2023-03-11,wsmith@example.com,Net 45,True,Medium,Low,Annual,CPI Linked
V0959,"Cook, Holmes and Beck",Marketing,SEO,5.54,Poor,Rodriguezhaven,Small,2023-12-19,hernandezrobert@example.org,Net 60,True,High,High,Biennial,Negotiated
V0960,"Mcknight, Howard and Johnson",Facilities,Cleaning,4.49,Poor,Howardland,Large,2022-10-30,rfowler@example.net,Net 30,True,Low,High,Annual,CPI Linked
V0961,"Gardner, Gaines and Archer",Facilities,Maintenance,5.78,Good,West Renee,Large,2023-02-27,peter64@example.com,Net 60,False,High,Medium,Annual,Fixed
V0962,Williams PLC,Facilities,Maintenance,6.89,Poor,Maryville,Small,2023-05-04,yknight@example.com,Net 45,True,Low,High,Biennial,Negotiated
V0963,Rodriguez-Smith,IT,Cloud,6.97,Good,South Erin,Large,2023-07-13,cindy24@example.com,Net 45,False,High,Low,Annual,CPI Linked
V0964,Brown-Phillips,Facilities,Cleaning,7.82,Poor,Williamsport,Small,2024-03-04,brownkevin@example.com,Net 60,True,Low,High,Annual,CPI Linked
V0965,Keller-Smith,IT,Software,6.78,Average,Devinport,Small,2024-02-01,stephaniereeves@example.org,Net 30,True,Medium,High,Biennial,Fixed
V0966,"Gonzalez, Richards and Miller",Facilities,Maintenance,3.72,Good,North Thomas,Small,2023-03-04,lisawalsh@example.com,Net 60,False,Low,Low,Annual,Fixed
V0967,Rasmussen-Garcia,IT,Cloud,7.04,Average,Samanthaport,Small,2022-10-14,ushelton@example.net,Net 45,False,High,High,Annual,Negotiated
V0968,Vega and Sons,IT,Cloud,1.58,Poor,Derekside,Medium,2022-11-03,kevin49@example.net,Net 45,False,High,High,Annual,Negotiated
V0969,Gardner-Bennett,Facilities,Cleaning,2.14,Good,Davishaven,Medium,2023-05-11,william57@example.com,Net 60,False,Low,High,Biennial,Negotiated
V0970,Owens-Ali,Marketing,SEO,3.49,Good,Johnsonside,Large,2022-06-22,idavis@example.net,Net 45,True,High,Medium,Biennial,CPI Linked
V0971,Buchanan-Carpenter,IT,Cloud,5.81,Good,Davidside,Large,2024-04-30,brian62@example.com,Net 30,True,High,High,Biennial,CPI Linked
V0972,"Smith, Aguirre and Golden",Marketing,SEO,7.27,Average,Combsland,Medium,2022-07-14,maria15@example.net,Net 60,False,Low,Medium,Annual,Fixed
V0973,Short PLC,Facilities,Maintenance,2.77,Poor,Vaughnton,Large,2022-09-04,mileszachary@example.net,Net 60,True,High,High,Annual,Negotiated
V0974,"Coffey, Taylor and Jacobson",HR,Training,1.56,Poor,West Courtney,Small,2023-12-12,shaffercindy@example.org,Net 30,False,Low,Low,Biennial,CPI Linked
V0975,Jones and Sons,IT,Hardware,3.69,Poor,New Collinborough,Medium,2022-08-21,gjohnson@example.com,Net 45,True,Low,Medium,Annual,Negotiated
V0976,Brown-Martinez,Operations,Utilities,1.02,Poor,Webbburgh,Large,2024-02-29,meaganpayne@example.net,Net 45,True,Medium,High,Biennial,Fixed
V0977,"Gonzales, Barrett and Martinez",HR,Training,4.52,Poor,Lake Andrew,Small,2022-09-20,georgeharmon@example.net,Net 45,True,Low,High,Biennial,CPI Linked
V0978,Alvarez LLC,Operations,Utilities,3.63,Good,Elizabethshire,Medium,2023-06-19,elizabeth66@example.net,Net 60,True,Medium,Medium,Biennial,Negotiated
V0979,Marshall Group,HR,Training,5.37,Average,North Justin,Large,2022-09-03,tsmith@example.org,Net 30,False,Low,Medium,Annual,Negotiated
V0980,"Santos, Sandoval and Wallace",Operations,Utilities,9.66,Average,Sydneymouth,Small,2024-04-17,khill@example.com,Net 45,False,Medium,High,Annual,Fixed
V0981,"Foley, Gordon and Bailey",HR,Training,6.54,Average,Palmerburgh,Small,2023-10-24,michaelball@example.com,Net 60,False,High,Low,Annual,Negotiated
V0982,Espinoza-Buchanan,Operations,Logistics,9.25,Poor,Kristenport,Medium,2024-05-19,pjones@example.com,Net 30,True,High,Low,Annual,Negotiated
V0983,Estes-Obrien,Marketing,Digital Ads,9.65,Good,New Jeanette,Medium,2023-06-30,david59@example.net,Net 60,True,Medium,High,Annual,CPI Linked
V0984,Silva-Gallegos,HR,Training,8.56,Poor,North Anthonyburgh,Small,2022-11-28,ortegavictor@example.net,Net 30,False,Low,Medium,Annual,Negotiated
V0985,Morris-Hall,Marketing,Events,0.64,Average,North Rachel,Small,2022-10-15,acampos@example.org,Net 60,True,Medium,High,Annual,Fixed
V0986,Salazar Inc,IT,Software,3.09,Average,Port Karenmouth,Small,2024-01-15,catherine02@example.com,Net 45,True,Low,Low,Biennial,CPI Linked
V0987,Hale Group,IT,Cloud,1.8,Average,Lake Audrey,Medium,2022-11-04,johnnykim@example.com,Net 60,True,Medium,Medium,Biennial,CPI Linked
V0988,Harris and Sons,Facilities,Cleaning,7.97,Poor,Cervantesborough,Large,2022-08-07,sotoelizabeth@example.org,Net 60,False,High,High,Annual,CPI Linked
V0989,Patrick Inc,Facilities,Maintenance,6.58,Poor,Kimshire,Medium,2023-07-31,petersonfaith@example.net,Net 30,True,High,High,Biennial,Negotiated
V0990,"Rice, Lee and Clark",Marketing,Events,6.66,Good,Masonstad,Large,2023-09-25,lauriegonzales@example.net,Net 45,False,High,Low,Biennial,Negotiated
V0991,Sawyer-Carroll,IT,Hardware,3.81,Average,Port Zachary,Medium,2022-08-19,jimenezbrett@example.net,Net 30,True,High,Medium,Biennial,Fixed
V0992,Johnson-Nicholson,Facilities,Cleaning,2.36,Poor,Sandraview,Medium,2023-04-01,carlos24@example.org,Net 45,False,Medium,High,Annual,CPI Linked
V0993,"Johnston, Castaneda and Frederick",Marketing,Digital Ads,5.27,Average,Reginaldton,Medium,2023-07-31,aguilarsharon@example.com,Net 30,False,Medium,High,Annual,Fixed
V0994,"Johnson, Morgan and Green",Operations,Utilities,8.05,Average,Pamelaton,Small,2022-09-18,amygross@example.net,Net 30,False,Low,Low,Biennial,Negotiated
V0995,Young Inc,HR,Recruiting,4.85,Good,West Tinachester,Large,2023-09-09,claytimothy@example.org,Net 30,False,Low,High,Annual,Fixed
V0996,Cummings-Garcia,IT,Cloud,9.8,Good,Romerostad,Small,2023-05-03,oturner@example.org,Net 60,True,Medium,Low,Annual,CPI Linked
V0997,Johnson and Sons,Marketing,Events,6.42,Average,Flemingtown,Medium,2023-08-05,xwilliams@example.com,Net 60,True,Medium,High,Biennial,CPI Linked
V0998,"Martinez, Miles and Dunn",HR,Recruiting,5.61,Poor,South Davidstad,Medium,2023-03-02,matthewhull@example.org,Net 45,False,High,Low,Annual,Negotiated
V0999,Davis Inc,HR,Recruiting,7.17,Average,South Julie,Large,2024-04-21,ritteralexis@example.net,Net 45,False,Low,High,Annual,Fixed
